entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
boltz1-0018,structure,BOLTZ1-10017,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.98. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0019,structure,BOLTZ1-10018,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.68. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0020,structure,BOLTZ1-10019,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.75. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0021,structure,BOLTZ1-10020,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.74. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0022,structure,BOLTZ1-10021,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.59. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0023,structure,BOLTZ1-10022,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.82. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0024,structure,BOLTZ1-10023,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.69. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0025,structure,BOLTZ1-10024,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0026,structure,BOLTZ1-10025,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.83. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0027,structure,BOLTZ1-10026,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0028,structure,BOLTZ1-10027,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.81. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0029,structure,BOLTZ1-10028,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0030,structure,BOLTZ1-10029,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.85. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0031,structure,BOLTZ1-10030,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.77. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0032,structure,BOLTZ1-10031,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0033,structure,BOLTZ1-10032,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0034,structure,BOLTZ1-10033,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.8. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0035,structure,BOLTZ1-10034,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.71. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0036,structure,BOLTZ1-10035,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.67. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0037,structure,BOLTZ1-10036,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.96. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0038,structure,BOLTZ1-10037,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.87. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0039,structure,BOLTZ1-10038,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.7. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0040,structure,BOLTZ1-10039,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.61. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0041,structure,BOLTZ1-10040,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.77. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0042,structure,BOLTZ1-10041,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.58. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0043,structure,BOLTZ1-10042,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.6. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0044,structure,BOLTZ1-10043,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.74. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0045,structure,BOLTZ1-10044,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.56. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0046,structure,BOLTZ1-10045,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0047,structure,BOLTZ1-10046,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.62. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0048,structure,BOLTZ1-10047,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0049,structure,BOLTZ1-10048,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.8. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0050,structure,BOLTZ1-10049,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.56. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0051,structure,BOLTZ1-10050,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.85. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0052,structure,BOLTZ1-10051,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.57. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0053,structure,BOLTZ1-10052,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.56. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0054,structure,BOLTZ1-10053,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.77. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0055,structure,BOLTZ1-10054,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.78. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0056,structure,BOLTZ1-10055,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.79. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0057,structure,BOLTZ1-10056,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0058,structure,BOLTZ1-10057,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0059,structure,BOLTZ1-10058,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.75. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0060,structure,BOLTZ1-10059,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.9. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0061,structure,BOLTZ1-10060,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.95. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0062,structure,BOLTZ1-10061,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.79. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0063,structure,BOLTZ1-10062,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.77. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0064,structure,BOLTZ1-10063,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.98. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0065,structure,BOLTZ1-10064,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.55. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0066,structure,BOLTZ1-10065,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.87. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0067,structure,BOLTZ1-10066,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.91. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0068,structure,BOLTZ1-10067,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.65. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0069,structure,BOLTZ1-10068,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.56. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0070,structure,BOLTZ1-10069,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.7. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0071,structure,BOLTZ1-10070,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.73. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0072,structure,BOLTZ1-10071,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.99. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0073,structure,BOLTZ1-10072,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.78. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0074,structure,BOLTZ1-10073,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.6. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0075,structure,BOLTZ1-10074,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.82. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0076,structure,BOLTZ1-10075,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0077,structure,BOLTZ1-10076,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.86. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0078,structure,BOLTZ1-10077,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.68. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0079,structure,BOLTZ1-10078,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.98. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0080,structure,BOLTZ1-10079,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.8. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0081,structure,BOLTZ1-10080,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.86. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0082,structure,BOLTZ1-10081,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.65. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0083,structure,BOLTZ1-10082,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.87. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0084,structure,BOLTZ1-10083,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.93. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0085,structure,BOLTZ1-10084,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.7. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0086,structure,BOLTZ1-10085,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.59. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0087,structure,BOLTZ1-10086,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.87. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0088,structure,BOLTZ1-10087,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.68. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0089,structure,BOLTZ1-10088,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.9. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0090,structure,BOLTZ1-10089,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0091,structure,BOLTZ1-10090,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0092,structure,BOLTZ1-10091,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0093,structure,BOLTZ1-10092,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.87. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0094,structure,BOLTZ1-10093,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.82. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0095,structure,BOLTZ1-10094,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.69. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0096,structure,BOLTZ1-10095,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.69. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0097,structure,BOLTZ1-10096,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.74. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0098,structure,BOLTZ1-10097,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.77. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0099,structure,BOLTZ1-10098,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.69. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0100,structure,BOLTZ1-10099,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0101,structure,BOLTZ1-10100,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.7. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0102,structure,BOLTZ1-10101,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.75. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0103,structure,BOLTZ1-10102,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0104,structure,BOLTZ1-10103,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.63. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0105,structure,BOLTZ1-10104,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.86. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0106,structure,BOLTZ1-10105,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.95. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0107,structure,BOLTZ1-10106,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.96. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0108,structure,BOLTZ1-10107,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.78. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0109,structure,BOLTZ1-10108,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0110,structure,BOLTZ1-10109,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.91. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0111,structure,BOLTZ1-10110,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.83. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0112,structure,BOLTZ1-10111,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.76. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0113,structure,BOLTZ1-10112,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.71. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0114,structure,BOLTZ1-10113,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.68. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0115,structure,BOLTZ1-10114,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.57. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0116,structure,BOLTZ1-10115,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.63. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0117,structure,BOLTZ1-10116,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.66. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0118,structure,BOLTZ1-10117,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.72. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0119,structure,BOLTZ1-10118,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.61. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0120,structure,BOLTZ1-10119,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.83. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0121,structure,BOLTZ1-10120,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.71. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0122,structure,BOLTZ1-10121,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.8. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0123,structure,BOLTZ1-10122,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.74. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0124,structure,BOLTZ1-10123,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.65. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0125,structure,BOLTZ1-10124,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.93. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0126,structure,BOLTZ1-10125,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.6. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0127,structure,BOLTZ1-10126,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0128,structure,BOLTZ1-10127,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.84. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0129,structure,BOLTZ1-10128,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.6. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0130,structure,BOLTZ1-10129,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.73. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0131,structure,BOLTZ1-10130,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.98. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0132,structure,BOLTZ1-10131,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.96. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0133,structure,BOLTZ1-10132,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.57. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0134,structure,BOLTZ1-10133,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.58. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0135,structure,BOLTZ1-10134,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.6. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0136,structure,BOLTZ1-10135,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.63. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0137,structure,BOLTZ1-10136,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0138,structure,BOLTZ1-10137,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0139,structure,BOLTZ1-10138,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.75. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0140,structure,BOLTZ1-10139,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.84. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0141,structure,BOLTZ1-10140,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.79. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0142,structure,BOLTZ1-10141,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0143,structure,BOLTZ1-10142,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.97. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0144,structure,BOLTZ1-10143,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.82. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0145,structure,BOLTZ1-10144,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.61. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0146,structure,BOLTZ1-10145,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.76. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0147,structure,BOLTZ1-10146,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.57. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0148,structure,BOLTZ1-10147,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.82. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0149,structure,BOLTZ1-10148,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.85. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0150,structure,BOLTZ1-10149,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.64. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0151,structure,BOLTZ1-10150,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.8. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0152,structure,BOLTZ1-10151,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.81. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0153,structure,BOLTZ1-10152,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.78. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0154,structure,BOLTZ1-10153,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.58. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0155,structure,BOLTZ1-10154,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.74. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0156,structure,BOLTZ1-10155,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.89. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0157,structure,BOLTZ1-10156,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.88. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0158,structure,BOLTZ1-10157,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.88. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0159,structure,BOLTZ1-10158,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.57. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
boltz1-0160,structure,BOLTZ1-10159,boltz1 predicted protein complex metadata surrogate. Interface confidence 0.92. Captured as structure metadata for downstream retrieval.,,,,,,boltz1 surrogate
