entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
chembl-CHEMBL542969-31914,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Average lesion score.,,,,,,ChEMBL
chembl-CHEMBL542969-31915,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Reduction. Activity: 94.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31916,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Average lesion score.,,,,,,ChEMBL
chembl-CHEMBL542969-31917,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Average lesion score.,,,,,,ChEMBL
chembl-CHEMBL542969-31918,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Average lesion score.,,,,,,ChEMBL
chembl-CHEMBL542969-31919,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Average lesion score.,,,,,,ChEMBL
chembl-CHEMBL542969-31920,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Reduction. Activity: 87.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31921,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 80.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31922,molecule,CHEMBL542969,Target: CHEMBL377. Assay type: Reduction. Activity: 67.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31923,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 67.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31924,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 85.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31925,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 78.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31926,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 78.0 %.,,,,,,ChEMBL
chembl-CHEMBL542969-31927,molecule,CHEMBL542969,Target: CHEMBL375. Assay type: Reduction. Activity: 70.0 %.,,,,,,ChEMBL
chembl-CHEMBL302907-31928,molecule,CHEMBL302907,Target: CHEMBL369. Assay type: Kb. Activity: 27.0 nM.,,,,,,ChEMBL
chembl-CHEMBL302907-31929,molecule,CHEMBL302907,Target: CHEMBL376. Assay type: ED50. Activity: 0.075 umol.kg-1.,,,,,,ChEMBL
chembl-CHEMBL302907-31930,molecule,CHEMBL302907,Target: CHEMBL612545. Assay type: Ratio.,,,,,,ChEMBL
chembl-CHEMBL302907-31931,molecule,CHEMBL302907,Target: CHEMBL2882. Assay type: Kd. Activity: 25.12 nM. pChEMBL: 7.6.,,,,,,ChEMBL
chembl-CHEMBL302907-31932,molecule,CHEMBL302907,Target: CHEMBL3943. Assay type: Kd. Activity: 125892.54 nM.,,,,,,ChEMBL
chembl-CHEMBL302907-31933,molecule,CHEMBL302907,Target: CHEMBL612545. Assay type: Kd. Activity: 398107.17 nM.,,,,,,ChEMBL
chembl-CHEMBL302907-31934,molecule,CHEMBL302907,Target: CHEMBL2095166. Assay type: Kd. Activity: 50118.72 nM. pChEMBL: 4.3.,,,,,,ChEMBL
chembl-CHEMBL424351-31935,molecule,CHEMBL424351,Target: CHEMBL376. Assay type: Saluretic potency. Activity: 0.2 u equiv.,,,,,,ChEMBL
chembl-CHEMBL424351-31936,molecule,CHEMBL424351,Target: CHEMBL376. Assay type: Saluretic potency. Activity: 0.3 u equiv.,,,,,,ChEMBL
chembl-CHEMBL424351-31937,molecule,CHEMBL424351,Target: CHEMBL373. Assay type: Saluretic potency. Activity: 100.0 u equiv min-1.,,,,,,ChEMBL
chembl-CHEMBL157212-31938,molecule,CHEMBL157212,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL156939-31939,molecule,CHEMBL156939,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL154020-31940,molecule,CHEMBL154020,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL439640-31941,molecule,CHEMBL439640,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL151681-31942,molecule,CHEMBL151681,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL3350727-31943,molecule,CHEMBL3350727,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL155212-31944,molecule,CHEMBL155212,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL2370002-31945,molecule,CHEMBL2370002,Target: CHEMBL612545. Assay type: Log SP.,,,,,,ChEMBL
chembl-CHEMBL429345-31946,molecule,CHEMBL429345,Target: CHEMBL357. Assay type: IC50. Activity: 0.009 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL429345-31947,molecule,CHEMBL429345,Target: CHEMBL357. Assay type: IC50. Activity: 0.2 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL429345-31948,molecule,CHEMBL429345,Target: CHEMBL613075. Assay type: IC50. Activity: 0.056 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL429345-31949,molecule,CHEMBL429345,Target: CHEMBL613075. Assay type: IC50. Activity: 0.064 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL415997-31950,molecule,CHEMBL415997,Target: CHEMBL369. Assay type: IC50. Activity: 2.9 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL415997-31951,molecule,CHEMBL415997,Target: CHEMBL376. Assay type: ED50. Activity: 8.8 mg.kg-1.,,,,,,ChEMBL
chembl-CHEMBL415997-31952,molecule,CHEMBL415997,Target: CHEMBL376. Assay type: ED50.,,,,,,ChEMBL
chembl-CHEMBL435966-31953,molecule,CHEMBL435966,Target: CHEMBL612853. Assay type: Dose. Activity: 20.0 mg kg-1 day-1.,,,,,,ChEMBL
chembl-CHEMBL435966-31954,molecule,CHEMBL435966,Target: CHEMBL612853. Assay type: Dose. Activity: 100.0 mg kg-1 day-1.,,,,,,ChEMBL
chembl-CHEMBL13299-31955,molecule,CHEMBL13299,Target: CHEMBL369. Assay type: Kd. Activity: 7.943 nM. pChEMBL: 8.1.,,,,,,ChEMBL
chembl-CHEMBL13299-31956,molecule,CHEMBL13299,Target: CHEMBL369. Assay type: Kd. Activity: 199.53 nM. pChEMBL: 6.7.,,,,,,ChEMBL
chembl-CHEMBL13299-31957,molecule,CHEMBL13299,Target: CHEMBL369. Assay type: Selectivity.,,,,,,ChEMBL
chembl-CHEMBL13299-31958,molecule,CHEMBL13299,Target: CHEMBL369. Assay type: Duration. Activity: 60.0 min.,,,,,,ChEMBL
chembl-CHEMBL329101-31959,molecule,CHEMBL329101,Target: CHEMBL376. Assay type: Inhibitory response. Activity: 8.0 %.,,,,,,ChEMBL
chembl-CHEMBL545251-31960,molecule,CHEMBL545251,Target: CHEMBL376. Assay type: Inhibitory response. Activity: 2.0 %.,,,,,,ChEMBL
chembl-CHEMBL92060-31961,molecule,CHEMBL92060,Target: CHEMBL376. Assay type: Inhibitory response. Activity: 9.0 %.,,,,,,ChEMBL
chembl-CHEMBL305153-31962,molecule,CHEMBL305153,Target: CHEMBL5471. Assay type: Kd. Activity: 37.15 nM. pChEMBL: 7.43.,,,,,,ChEMBL
chembl-CHEMBL305153-31963,molecule,CHEMBL305153,Target: CHEMBL5414. Assay type: Kd. Activity: 16.98 nM. pChEMBL: 7.77.,,,,,,ChEMBL
chembl-CHEMBL305153-31964,molecule,CHEMBL305153,Target: CHEMBL213. Assay type: IC50. Activity: 29.4 nM. pChEMBL: 7.53.,,,,,,ChEMBL
chembl-CHEMBL305153-31965,molecule,CHEMBL305153,Target: CHEMBL3373. Assay type: IC50. Activity: 30.8 nM. pChEMBL: 7.51.,,,,,,ChEMBL
chembl-CHEMBL305153-31966,molecule,CHEMBL305153,Target: CHEMBL5414. Assay type: Ratio.,,,,,,ChEMBL
chembl-CHEMBL290578-31967,molecule,CHEMBL290578,Target: CHEMBL375. Assay type: Reduction. Activity: 100.0 %.,,,,,,ChEMBL
chembl-CHEMBL290578-31968,molecule,CHEMBL290578,Target: CHEMBL375. Assay type: Reduction. Activity: 80.0 %.,,,,,,ChEMBL
chembl-CHEMBL290578-31969,molecule,CHEMBL290578,Target: CHEMBL375. Assay type: Reduction. Activity: 20.0 %.,,,,,,ChEMBL
chembl-CHEMBL290578-31970,molecule,CHEMBL290578,Target: CHEMBL375. Assay type: Reduction. Activity: 0.0 %.,,,,,,ChEMBL
chembl-CHEMBL290578-31971,molecule,CHEMBL290578,Target: CHEMBL375. Assay type: Reduction. Activity: 0.0 %.,,,,,,ChEMBL
chembl-CHEMBL1446-31972,molecule,CHEMBL1446,Target: CHEMBL352. Assay type: MIC. Activity: 7.8 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31973,molecule,CHEMBL1446,Target: CHEMBL356. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31974,molecule,CHEMBL1446,Target: CHEMBL362. Assay type: MIC. Activity: 250.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31975,molecule,CHEMBL1446,Target: CHEMBL347. Assay type: MIC. Activity: 125.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31976,molecule,CHEMBL1446,Target: CHEMBL354. Assay type: MIC. Activity: 3.9 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31977,molecule,CHEMBL1446,Target: CHEMBL350. Assay type: MIC. Activity: 1.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31978,molecule,CHEMBL1446,Target: CHEMBL612545. Assay type: MIC. Activity: 2.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31979,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 62.5 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31980,molecule,CHEMBL1446,Target: CHEMBL614450. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31981,molecule,CHEMBL1446,Target: CHEMBL614444. Assay type: MIC. Activity: 62.5 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31982,molecule,CHEMBL1446,Target: CHEMBL614593. Assay type: MIC. Activity: 7.8 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31983,molecule,CHEMBL1446,Target: CHEMBL614446. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31984,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31985,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31986,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 31.2 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31987,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 31.2 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31988,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 62.5 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31989,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 15.6 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL1446-31990,molecule,CHEMBL1446,Target: CHEMBL348. Assay type: MIC. Activity: 125.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL156707-31991,molecule,CHEMBL156707,Target: CHEMBL3444. Assay type: IC50. Activity: 1584.89 nM. pChEMBL: 5.8.,,,,,,ChEMBL
chembl-CHEMBL156707-31992,molecule,CHEMBL156707,Target: CHEMBL4048. Assay type: pI50.,,,,,,ChEMBL
chembl-CHEMBL156707-31993,molecule,CHEMBL156707,Target: CHEMBL3879801. Assay type: pI50.,,,,,,ChEMBL
chembl-CHEMBL156707-31994,molecule,CHEMBL156707,Target: CHEMBL614641. Assay type: pI50.,,,,,,ChEMBL
chembl-CHEMBL12902-31995,molecule,CHEMBL12902,Target: CHEMBL369. Assay type: Kd. Activity: 1000.0 nM.,,,,,,ChEMBL
chembl-CHEMBL13228-31996,molecule,CHEMBL13228,Target: CHEMBL369. Assay type: Kd. Activity: 0.3981 nM. pChEMBL: 9.4.,,,,,,ChEMBL
chembl-CHEMBL13228-31997,molecule,CHEMBL13228,Target: CHEMBL369. Assay type: Kd. Activity: 0.7943 nM. pChEMBL: 9.1.,,,,,,ChEMBL
chembl-CHEMBL13228-31998,molecule,CHEMBL13228,Target: CHEMBL369. Assay type: Selectivity.,,,,,,ChEMBL
chembl-CHEMBL13228-31999,molecule,CHEMBL13228,Target: CHEMBL369. Assay type: Duration. Activity: 60.0 min.,,,,,,ChEMBL
chembl-CHEMBL267696-32000,molecule,CHEMBL267696,Target: CHEMBL372. Assay type: Growth of cells.,,,,,,ChEMBL
chembl-CHEMBL267696-32001,molecule,CHEMBL267696,Target: CHEMBL3879801. Assay type: Growth of cells.,,,,,,ChEMBL
chembl-CHEMBL175312-32002,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175312-32003,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175312-32004,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175312-32005,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175312-32006,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility. Activity: 248400.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL175312-32007,molecule,CHEMBL175312,Target: CHEMBL612558. Assay type: Solubility. Activity: 170000.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL175414-32008,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175414-32009,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175414-32010,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175414-32011,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility ratio.,,,,,,ChEMBL
chembl-CHEMBL175414-32012,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility. Activity: 238800.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL175414-32013,molecule,CHEMBL175414,Target: CHEMBL612558. Assay type: Solubility. Activity: 172900.0 ug.mL-1.,,,,,,ChEMBL
chembl-CHEMBL307157-32014,molecule,CHEMBL307157,Target: CHEMBL1872. Assay type: MP. Activity: 45.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32015,molecule,CHEMBL307157,Target: CHEMBL1872. Assay type: MP. Activity: 0.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32016,molecule,CHEMBL307157,Target: CHEMBL1872. Assay type: DP. Activity: 0.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32017,molecule,CHEMBL307157,Target: CHEMBL1872. Assay type: TP. Activity: 76.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32018,molecule,CHEMBL307157,Target: CHEMBL1872. Assay type: Inhibition. Activity: 3.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32019,molecule,CHEMBL307157,Target: CHEMBL612545. Assay type: Inhibition. Activity: 14.0 %.,,,,,,ChEMBL
chembl-CHEMBL307157-32020,molecule,CHEMBL307157,Target: CHEMBL374. Assay type: ED50. Activity: 6.0 ug ml-1.,,,,,,ChEMBL
chembl-CHEMBL307157-32021,molecule,CHEMBL307157,Target: CHEMBL374. Assay type: ED50. Activity: 12.0 ug ml-1.,,,,,,ChEMBL
chembl-CHEMBL279087-32022,molecule,CHEMBL279087,Target: CHEMBL1907607. Assay type: IC50. Activity: 120.0 nM. pChEMBL: 6.92.,,,,,,ChEMBL
chembl-CHEMBL279969-32023,molecule,CHEMBL279969,Target: CHEMBL1907607. Assay type: IC50. Activity: 1850.0 nM. pChEMBL: 5.73.,,,,,,ChEMBL
chembl-CHEMBL279969-32024,molecule,CHEMBL279969,Target: CHEMBL376. Assay type: MED. Activity: 50.0 mg kg-1.,,,,,,ChEMBL
chembl-CHEMBL20214-32025,molecule,CHEMBL20214,Target: CHEMBL1907607. Assay type: IC50. Activity: 34.0 nM. pChEMBL: 7.47.,,,,,,ChEMBL
chembl-CHEMBL20214-32026,molecule,CHEMBL20214,Target: CHEMBL376. Assay type: MED. Activity: 10.0 mg kg-1.,,,,,,ChEMBL
chembl-CHEMBL277617-32027,molecule,CHEMBL277617,Target: CHEMBL1907607. Assay type: IC50. Activity: 107.0 nM. pChEMBL: 6.97.,,,,,,ChEMBL
chembl-CHEMBL277617-32028,molecule,CHEMBL277617,Target: CHEMBL376. Assay type: MED. Activity: 2.0 mg kg-1.,,,,,,ChEMBL
chembl-CHEMBL408689-32029,molecule,CHEMBL408689,Target: CHEMBL376. Assay type: Activity. Activity: 0.01 %.,,,,,,ChEMBL
chembl-CHEMBL408689-32030,molecule,CHEMBL408689,Target: CHEMBL376. Assay type: Kd. Activity: 5011.87 nM. pChEMBL: 5.3.,,,,,,ChEMBL
chembl-CHEMBL3350133-32031,molecule,CHEMBL3350133,Target: CHEMBL2095156. Assay type: IC50. Activity: 22.0 nM. pChEMBL: 7.66.,,,,,,ChEMBL
chembl-CHEMBL3350133-32032,molecule,CHEMBL3350133,Target: CHEMBL612545. Assay type: Potency ratio.,,,,,,ChEMBL
chembl-CHEMBL3350133-32033,molecule,CHEMBL3350133,Target: CHEMBL612545. Assay type: Ratio.,,,,,,ChEMBL
chembl-CHEMBL3350133-32034,molecule,CHEMBL3350133,Target: CHEMBL4354. Assay type: Ki. Activity: 44.0 nM. pChEMBL: 7.36.,,,,,,ChEMBL
chembl-CHEMBL3350133-32035,molecule,CHEMBL3350133,Target: CHEMBL4354. Assay type: Relative affinity.,,,,,,ChEMBL
chembl-CHEMBL3350133-32036,molecule,CHEMBL3350133,Target: CHEMBL3952. Assay type: Ki. Activity: 590.0 nM. pChEMBL: 6.23.,,,,,,ChEMBL
chembl-CHEMBL3350133-32037,molecule,CHEMBL3350133,Target: CHEMBL3952. Assay type: Relative affinity.,,,,,,ChEMBL
chembl-CHEMBL3350133-32038,molecule,CHEMBL3350133,Target: CHEMBL236. Assay type: Ki. Activity: 110.0 nM. pChEMBL: 6.96.,,,,,,ChEMBL
chembl-CHEMBL3350133-32039,molecule,CHEMBL3350133,Target: CHEMBL236. Assay type: Relative affinity.,,,,,,ChEMBL
chembl-CHEMBL3350133-32040,molecule,CHEMBL3350133,Target: CHEMBL2095181. Assay type: Selectivity ratio.,,,,,,ChEMBL
chembl-CHEMBL428337-32041,molecule,CHEMBL428337,Target: CHEMBL354. Assay type: Inhibition. Activity: 0.0 %.,,,,,,ChEMBL
chembl-CHEMBL428337-32042,molecule,CHEMBL428337,Target: CHEMBL354. Assay type: Inhibition. Activity: 21.0 %.,,,,,,ChEMBL
chembl-CHEMBL428337-32043,molecule,CHEMBL428337,Target: CHEMBL354. Assay type: Inhibition. Activity: 50.0 %.,,,,,,ChEMBL
chembl-CHEMBL428337-32044,molecule,CHEMBL428337,Target: CHEMBL612545. Assay type: Inhibition. Activity: 20.0 %.,,,,,,ChEMBL
