entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
soil-0056,soil,Peaty soil sample 0056,Generated soil record for a riverbank. Observed pH 4.61 with salinity 3.97.,45.02,1.82,5.57,4.61,3.97,Synthetic soil CSV
soil-0057,soil,Alluvial soil sample 0057,Generated soil record for a greenhouse. Observed pH 6.82 with salinity 25.67.,50.07,2.05,5.34,6.82,25.67,Synthetic soil CSV
soil-0058,soil,Silty clay sample 0058,Generated soil record for a trial plot. Observed pH 6.81 with salinity 26.54.,45.51,0.7,0.97,6.81,26.54,Synthetic soil CSV
soil-0059,soil,Peaty soil sample 0059,Generated soil record for a trial plot. Observed pH 5.53 with salinity 3.59.,55.37,2.17,4.53,5.53,3.59,Synthetic soil CSV
soil-0060,soil,Peaty soil sample 0060,Generated soil record for a delta. Observed pH 8.14 with salinity 1.79.,58.38,2.42,6.21,8.14,1.79,Synthetic soil CSV
soil-0061,soil,Sandy loam sample 0061,Generated soil record for a farm row. Observed pH 6.93 with salinity 0.93.,50.8,2.44,6.16,6.93,0.93,Synthetic soil CSV
soil-0062,soil,Silty clay sample 0062,Generated soil record for a farm row. Observed pH 4.76 with salinity 10.13.,28.62,1.44,0.82,4.76,10.13,Synthetic soil CSV
soil-0063,soil,Clay loam sample 0063,Generated soil record for a delta. Observed pH 6.35 with salinity 33.79.,45.74,2.04,1.57,6.35,33.79,Synthetic soil CSV
soil-0064,soil,Peaty soil sample 0064,Generated soil record for a farm row. Observed pH 4.76 with salinity 28.72.,46.59,2.21,5.84,4.76,28.72,Synthetic soil CSV
soil-0065,soil,Clay loam sample 0065,Generated soil record for a delta. Observed pH 7.63 with salinity 26.72.,38.41,2.46,0.69,7.63,26.72,Synthetic soil CSV
soil-0066,soil,Clay loam sample 0066,Generated soil record for a greenhouse. Observed pH 7.96 with salinity 35.86.,28.0,1.32,4.27,7.96,35.86,Synthetic soil CSV
soil-0067,soil,Silty clay sample 0067,Generated soil record for a greenhouse. Observed pH 4.78 with salinity 33.14.,43.92,1.64,3.62,4.78,33.14,Synthetic soil CSV
soil-0068,soil,Sandy loam sample 0068,Generated soil record for a greenhouse. Observed pH 6.43 with salinity 34.72.,28.28,1.17,6.28,6.43,34.72,Synthetic soil CSV
soil-0069,soil,Peaty soil sample 0069,Generated soil record for a trial plot. Observed pH 7.9 with salinity 2.96.,34.06,2.12,4.88,7.9,2.96,Synthetic soil CSV
soil-0070,soil,Sandy loam sample 0070,Generated soil record for a coastal belt. Observed pH 8.18 with salinity 15.73.,28.27,0.96,2.31,8.18,15.73,Synthetic soil CSV
soil-0071,soil,Clay loam sample 0071,Generated soil record for a delta. Observed pH 7.83 with salinity 10.84.,35.28,1.55,4.48,7.83,10.84,Synthetic soil CSV
soil-0072,soil,Peaty soil sample 0072,Generated soil record for a delta. Observed pH 6.88 with salinity 4.75.,28.76,1.26,5.43,6.88,4.75,Synthetic soil CSV
soil-0073,soil,Alluvial soil sample 0073,Generated soil record for a delta. Observed pH 5.96 with salinity 35.1.,38.22,2.2,3.63,5.96,35.1,Synthetic soil CSV
soil-0074,soil,Clay loam sample 0074,Generated soil record for a farm row. Observed pH 8.74 with salinity 13.74.,46.03,2.48,6.23,8.74,13.74,Synthetic soil CSV
soil-0075,soil,Clay loam sample 0075,Generated soil record for a greenhouse. Observed pH 4.35 with salinity 12.99.,33.8,1.94,2.21,4.35,12.99,Synthetic soil CSV
soil-0076,soil,Clay loam sample 0076,Generated soil record for a delta. Observed pH 6.46 with salinity 6.71.,48.26,0.88,4.04,6.46,6.71,Synthetic soil CSV
soil-0077,soil,Sandy loam sample 0077,Generated soil record for a trial plot. Observed pH 5.61 with salinity 31.75.,42.74,1.82,4.56,5.61,31.75,Synthetic soil CSV
soil-0078,soil,Sandy loam sample 0078,Generated soil record for a riverbank. Observed pH 4.6 with salinity 14.89.,38.22,0.53,3.62,4.6,14.89,Synthetic soil CSV
soil-0079,soil,Clay loam sample 0079,Generated soil record for a farm row. Observed pH 5.95 with salinity 17.19.,31.9,1.8,0.63,5.95,17.19,Synthetic soil CSV
soil-0080,soil,Peaty soil sample 0080,Generated soil record for a trial plot. Observed pH 4.99 with salinity 34.28.,55.69,1.76,0.91,4.99,34.28,Synthetic soil CSV
soil-0081,soil,Clay loam sample 0081,Generated soil record for a coastal belt. Observed pH 7.65 with salinity 24.22.,56.06,2.42,5.08,7.65,24.22,Synthetic soil CSV
soil-0082,soil,Silty clay sample 0082,Generated soil record for a riverbank. Observed pH 6.0 with salinity 33.71.,46.76,1.18,0.43,6.0,33.71,Synthetic soil CSV
soil-0083,soil,Alluvial soil sample 0083,Generated soil record for a trial plot. Observed pH 6.43 with salinity 1.07.,31.68,1.15,5.38,6.43,1.07,Synthetic soil CSV
soil-0084,soil,Silty clay sample 0084,Generated soil record for a farm row. Observed pH 8.66 with salinity 19.05.,58.94,1.74,5.89,8.66,19.05,Synthetic soil CSV
soil-0085,soil,Peaty soil sample 0085,Generated soil record for a coastal belt. Observed pH 5.17 with salinity 23.45.,48.29,2.5,0.39,5.17,23.45,Synthetic soil CSV
soil-0086,soil,Clay loam sample 0086,Generated soil record for a greenhouse. Observed pH 5.89 with salinity 19.0.,41.51,1.23,3.08,5.89,19.0,Synthetic soil CSV
soil-0087,soil,Silty clay sample 0087,Generated soil record for a coastal belt. Observed pH 5.59 with salinity 20.61.,49.28,1.08,3.19,5.59,20.61,Synthetic soil CSV
soil-0088,soil,Sandy loam sample 0088,Generated soil record for a farm row. Observed pH 4.51 with salinity 13.84.,59.19,1.36,4.13,4.51,13.84,Synthetic soil CSV
soil-0089,soil,Sandy loam sample 0089,Generated soil record for a greenhouse. Observed pH 7.64 with salinity 30.34.,41.77,2.38,3.82,7.64,30.34,Synthetic soil CSV
soil-0090,soil,Silty clay sample 0090,Generated soil record for a trial plot. Observed pH 4.6 with salinity 24.84.,53.39,1.23,4.23,4.6,24.84,Synthetic soil CSV
soil-0091,soil,Clay loam sample 0091,Generated soil record for a riverbank. Observed pH 4.37 with salinity 28.22.,60.08,0.54,1.59,4.37,28.22,Synthetic soil CSV
soil-0092,soil,Sandy loam sample 0092,Generated soil record for a greenhouse. Observed pH 4.5 with salinity 30.47.,46.1,1.33,5.33,4.5,30.47,Synthetic soil CSV
soil-0093,soil,Clay loam sample 0093,Generated soil record for a greenhouse. Observed pH 4.94 with salinity 31.04.,40.32,2.14,6.17,4.94,31.04,Synthetic soil CSV
soil-0094,soil,Silty clay sample 0094,Generated soil record for a greenhouse. Observed pH 6.61 with salinity 11.43.,44.8,0.53,2.93,6.61,11.43,Synthetic soil CSV
soil-0095,soil,Peaty soil sample 0095,Generated soil record for a farm row. Observed pH 8.22 with salinity 5.04.,37.01,1.06,1.86,8.22,5.04,Synthetic soil CSV
soil-0096,soil,Sandy loam sample 0096,Generated soil record for a greenhouse. Observed pH 6.95 with salinity 35.67.,36.8,0.92,1.15,6.95,35.67,Synthetic soil CSV
soil-0097,soil,Sandy loam sample 0097,Generated soil record for a farm row. Observed pH 6.83 with salinity 31.42.,40.18,2.49,6.35,6.83,31.42,Synthetic soil CSV
soil-0098,soil,Clay loam sample 0098,Generated soil record for a riverbank. Observed pH 4.81 with salinity 27.36.,43.63,0.91,3.51,4.81,27.36,Synthetic soil CSV
soil-0099,soil,Silty clay sample 0099,Generated soil record for a coastal belt. Observed pH 7.98 with salinity 22.52.,31.24,1.48,6.04,7.98,22.52,Synthetic soil CSV
soil-0100,soil,Silty clay sample 0100,Generated soil record for a coastal belt. Observed pH 6.28 with salinity 34.53.,56.46,0.88,1.15,6.28,34.53,Synthetic soil CSV
soil-0101,soil,Silty clay sample 0101,Generated soil record for a trial plot. Observed pH 7.01 with salinity 8.24.,55.05,2.15,0.81,7.01,8.24,Synthetic soil CSV
soil-0102,soil,Silty clay sample 0102,Generated soil record for a riverbank. Observed pH 5.49 with salinity 9.12.,28.53,2.08,2.54,5.49,9.12,Synthetic soil CSV
soil-0103,soil,Clay loam sample 0103,Generated soil record for a trial plot. Observed pH 7.21 with salinity 31.08.,44.44,1.83,1.06,7.21,31.08,Synthetic soil CSV
soil-0104,soil,Silty clay sample 0104,Generated soil record for a coastal belt. Observed pH 6.07 with salinity 11.77.,31.12,0.56,3.47,6.07,11.77,Synthetic soil CSV
soil-0105,soil,Silty clay sample 0105,Generated soil record for a farm row. Observed pH 6.22 with salinity 30.44.,55.46,0.48,4.12,6.22,30.44,Synthetic soil CSV
soil-0106,soil,Silty clay sample 0106,Generated soil record for a riverbank. Observed pH 6.96 with salinity 9.8.,29.08,2.09,3.44,6.96,9.8,Synthetic soil CSV
soil-0107,soil,Silty clay sample 0107,Generated soil record for a trial plot. Observed pH 4.73 with salinity 32.74.,58.95,1.51,1.25,4.73,32.74,Synthetic soil CSV
soil-0108,soil,Alluvial soil sample 0108,Generated soil record for a riverbank. Observed pH 4.57 with salinity 37.7.,34.07,2.06,5.47,4.57,37.7,Synthetic soil CSV
soil-0109,soil,Sandy loam sample 0109,Generated soil record for a trial plot. Observed pH 7.78 with salinity 3.7.,52.67,1.18,5.8,7.78,3.7,Synthetic soil CSV
soil-0110,soil,Sandy loam sample 0110,Generated soil record for a delta. Observed pH 6.97 with salinity 13.76.,35.28,1.29,4.46,6.97,13.76,Synthetic soil CSV
soil-0111,soil,Silty clay sample 0111,Generated soil record for a trial plot. Observed pH 6.61 with salinity 13.95.,38.86,1.81,2.25,6.61,13.95,Synthetic soil CSV
soil-0112,soil,Clay loam sample 0112,Generated soil record for a farm row. Observed pH 4.42 with salinity 15.39.,34.69,1.57,2.9,4.42,15.39,Synthetic soil CSV
soil-0113,soil,Silty clay sample 0113,Generated soil record for a trial plot. Observed pH 7.1 with salinity 15.67.,45.14,1.44,4.46,7.1,15.67,Synthetic soil CSV
soil-0114,soil,Sandy loam sample 0114,Generated soil record for a riverbank. Observed pH 7.08 with salinity 36.86.,45.77,0.8,5.68,7.08,36.86,Synthetic soil CSV
soil-0115,soil,Clay loam sample 0115,Generated soil record for a trial plot. Observed pH 7.12 with salinity 34.92.,44.23,2.07,0.73,7.12,34.92,Synthetic soil CSV
soil-0116,soil,Sandy loam sample 0116,Generated soil record for a trial plot. Observed pH 6.56 with salinity 8.01.,51.73,0.71,1.5,6.56,8.01,Synthetic soil CSV
soil-0117,soil,Sandy loam sample 0117,Generated soil record for a delta. Observed pH 7.25 with salinity 23.91.,60.74,1.25,6.03,7.25,23.91,Synthetic soil CSV
soil-0118,soil,Alluvial soil sample 0118,Generated soil record for a trial plot. Observed pH 8.68 with salinity 2.31.,34.58,2.0,4.94,8.68,2.31,Synthetic soil CSV
soil-0119,soil,Alluvial soil sample 0119,Generated soil record for a farm row. Observed pH 4.58 with salinity 4.33.,48.86,1.25,5.48,4.58,4.33,Synthetic soil CSV
soil-0120,soil,Alluvial soil sample 0120,Generated soil record for a greenhouse. Observed pH 4.92 with salinity 2.19.,32.51,2.16,0.75,4.92,2.19,Synthetic soil CSV
soil-0121,soil,Silty clay sample 0121,Generated soil record for a greenhouse. Observed pH 8.65 with salinity 34.99.,40.44,1.26,1.57,8.65,34.99,Synthetic soil CSV
soil-0122,soil,Clay loam sample 0122,Generated soil record for a trial plot. Observed pH 6.4 with salinity 31.17.,33.91,2.47,2.83,6.4,31.17,Synthetic soil CSV
soil-0123,soil,Sandy loam sample 0123,Generated soil record for a farm row. Observed pH 6.26 with salinity 5.62.,51.77,1.89,0.6,6.26,5.62,Synthetic soil CSV
soil-0124,soil,Alluvial soil sample 0124,Generated soil record for a delta. Observed pH 6.94 with salinity 22.68.,39.93,2.14,1.53,6.94,22.68,Synthetic soil CSV
soil-0125,soil,Sandy loam sample 0125,Generated soil record for a greenhouse. Observed pH 8.68 with salinity 8.32.,48.43,1.14,6.46,8.68,8.32,Synthetic soil CSV
soil-0126,soil,Sandy loam sample 0126,Generated soil record for a coastal belt. Observed pH 7.4 with salinity 1.78.,34.29,1.89,3.01,7.4,1.78,Synthetic soil CSV
soil-0127,soil,Alluvial soil sample 0127,Generated soil record for a riverbank. Observed pH 4.93 with salinity 6.38.,52.85,0.9,1.51,4.93,6.38,Synthetic soil CSV
soil-0128,soil,Clay loam sample 0128,Generated soil record for a farm row. Observed pH 7.8 with salinity 16.23.,41.79,0.9,1.96,7.8,16.23,Synthetic soil CSV
soil-0129,soil,Sandy loam sample 0129,Generated soil record for a coastal belt. Observed pH 7.58 with salinity 29.13.,55.81,0.57,1.31,7.58,29.13,Synthetic soil CSV
soil-0130,soil,Alluvial soil sample 0130,Generated soil record for a farm row. Observed pH 6.16 with salinity 28.43.,54.18,2.36,4.36,6.16,28.43,Synthetic soil CSV
soil-0131,soil,Alluvial soil sample 0131,Generated soil record for a delta. Observed pH 6.96 with salinity 2.21.,44.89,1.72,6.41,6.96,2.21,Synthetic soil CSV
soil-0132,soil,Sandy loam sample 0132,Generated soil record for a farm row. Observed pH 4.76 with salinity 35.1.,34.75,0.79,1.6,4.76,35.1,Synthetic soil CSV
soil-0133,soil,Sandy loam sample 0133,Generated soil record for a trial plot. Observed pH 5.85 with salinity 37.79.,51.97,1.01,3.8,5.85,37.79,Synthetic soil CSV
soil-0134,soil,Sandy loam sample 0134,Generated soil record for a riverbank. Observed pH 7.21 with salinity 12.0.,38.51,1.62,3.85,7.21,12.0,Synthetic soil CSV
soil-0135,soil,Peaty soil sample 0135,Generated soil record for a trial plot. Observed pH 6.48 with salinity 17.99.,41.53,2.3,1.15,6.48,17.99,Synthetic soil CSV
soil-0136,soil,Clay loam sample 0136,Generated soil record for a farm row. Observed pH 4.36 with salinity 11.63.,60.08,1.96,2.27,4.36,11.63,Synthetic soil CSV
soil-0137,soil,Peaty soil sample 0137,Generated soil record for a delta. Observed pH 6.4 with salinity 5.89.,28.67,1.82,3.38,6.4,5.89,Synthetic soil CSV
soil-0138,soil,Alluvial soil sample 0138,Generated soil record for a coastal belt. Observed pH 7.23 with salinity 10.99.,43.53,0.64,1.47,7.23,10.99,Synthetic soil CSV
soil-0139,soil,Clay loam sample 0139,Generated soil record for a riverbank. Observed pH 8.63 with salinity 28.29.,35.16,1.21,1.71,8.63,28.29,Synthetic soil CSV
soil-0140,soil,Alluvial soil sample 0140,Generated soil record for a farm row. Observed pH 4.69 with salinity 15.11.,28.54,0.49,5.34,4.69,15.11,Synthetic soil CSV
soil-0141,soil,Alluvial soil sample 0141,Generated soil record for a greenhouse. Observed pH 7.94 with salinity 34.89.,52.97,0.72,5.29,7.94,34.89,Synthetic soil CSV
soil-0142,soil,Clay loam sample 0142,Generated soil record for a farm row. Observed pH 7.45 with salinity 14.72.,39.12,1.0,1.3,7.45,14.72,Synthetic soil CSV
soil-0143,soil,Alluvial soil sample 0143,Generated soil record for a coastal belt. Observed pH 8.59 with salinity 32.69.,61.92,0.95,4.78,8.59,32.69,Synthetic soil CSV
soil-0144,soil,Clay loam sample 0144,Generated soil record for a trial plot. Observed pH 4.36 with salinity 15.25.,59.97,1.46,3.81,4.36,15.25,Synthetic soil CSV
soil-0145,soil,Sandy loam sample 0145,Generated soil record for a trial plot. Observed pH 8.65 with salinity 29.13.,32.88,1.37,0.53,8.65,29.13,Synthetic soil CSV
soil-0146,soil,Silty clay sample 0146,Generated soil record for a riverbank. Observed pH 5.29 with salinity 15.04.,28.29,1.43,6.08,5.29,15.04,Synthetic soil CSV
soil-0147,soil,Silty clay sample 0147,Generated soil record for a delta. Observed pH 6.93 with salinity 18.6.,60.63,1.33,2.01,6.93,18.6,Synthetic soil CSV
soil-0148,soil,Peaty soil sample 0148,Generated soil record for a greenhouse. Observed pH 6.16 with salinity 23.85.,30.17,1.64,5.87,6.16,23.85,Synthetic soil CSV
soil-0149,soil,Sandy loam sample 0149,Generated soil record for a coastal belt. Observed pH 6.53 with salinity 15.75.,56.2,0.5,4.67,6.53,15.75,Synthetic soil CSV
soil-0150,soil,Clay loam sample 0150,Generated soil record for a trial plot. Observed pH 6.72 with salinity 32.04.,54.03,1.56,3.96,6.72,32.04,Synthetic soil CSV
soil-0151,soil,Sandy loam sample 0151,Generated soil record for a farm row. Observed pH 5.8 with salinity 5.49.,47.11,0.65,3.61,5.8,5.49,Synthetic soil CSV
soil-0152,soil,Silty clay sample 0152,Generated soil record for a greenhouse. Observed pH 5.0 with salinity 14.45.,53.78,1.24,3.65,5.0,14.45,Synthetic soil CSV
soil-0153,soil,Silty clay sample 0153,Generated soil record for a riverbank. Observed pH 5.4 with salinity 33.4.,36.13,1.82,0.47,5.4,33.4,Synthetic soil CSV
soil-0154,soil,Silty clay sample 0154,Generated soil record for a farm row. Observed pH 6.82 with salinity 3.63.,55.74,0.75,6.1,6.82,3.63,Synthetic soil CSV
soil-0155,soil,Alluvial soil sample 0155,Generated soil record for a trial plot. Observed pH 6.34 with salinity 22.12.,50.62,2.3,3.03,6.34,22.12,Synthetic soil CSV
soil-0156,soil,Silty clay sample 0156,Generated soil record for a coastal belt. Observed pH 4.42 with salinity 21.59.,43.71,2.07,0.28,4.42,21.59,Synthetic soil CSV
soil-0157,soil,Alluvial soil sample 0157,Generated soil record for a delta. Observed pH 6.76 with salinity 30.34.,52.7,1.38,4.52,6.76,30.34,Synthetic soil CSV
soil-0158,soil,Alluvial soil sample 0158,Generated soil record for a riverbank. Observed pH 6.74 with salinity 37.79.,53.16,1.11,3.08,6.74,37.79,Synthetic soil CSV
soil-0159,soil,Peaty soil sample 0159,Generated soil record for a greenhouse. Observed pH 8.37 with salinity 32.47.,32.94,1.36,0.49,8.37,32.47,Synthetic soil CSV
soil-0160,soil,Alluvial soil sample 0160,Generated soil record for a farm row. Observed pH 6.54 with salinity 0.21.,47.73,0.6,4.95,6.54,0.21,Synthetic soil CSV
soil-0161,soil,Silty clay sample 0161,Generated soil record for a delta. Observed pH 6.36 with salinity 24.79.,49.2,1.91,3.88,6.36,24.79,Synthetic soil CSV
soil-0162,soil,Alluvial soil sample 0162,Generated soil record for a coastal belt. Observed pH 6.77 with salinity 22.84.,50.93,2.08,3.75,6.77,22.84,Synthetic soil CSV
soil-0163,soil,Alluvial soil sample 0163,Generated soil record for a delta. Observed pH 5.56 with salinity 1.4.,32.91,0.95,4.64,5.56,1.4,Synthetic soil CSV
soil-0164,soil,Alluvial soil sample 0164,Generated soil record for a coastal belt. Observed pH 7.31 with salinity 16.76.,32.77,1.92,4.09,7.31,16.76,Synthetic soil CSV
